Trial,Event Type,Time,start_TR,end_TR,total_TR,Duration,Title,Type,NMov,subject,session,task,run
3,Video,2491512,54,81,220,27,M8frameD.avi,M,8,10,1,1,2
4,Video,3724266,84,103,220,19,S3breakfastD.avi,S,3,10,1,1,2
5,Video,4628225,106,123,220,17,M6cigaretteD.avi,M,6,10,1,1,2
6,Video,5450006,126,138,220,12,S1ballonD.avi,S,1,10,1,1,2
7,Video,6066341,141,160,220,19,M3breakfastD.avi,M,3,10,1,1,2
8,Video,6970300,163,182,220,19,S7flowersD.avi,S,7,10,1,1,2
9,Video,7874259,185,197,220,12,M1ballonD.avi,M,1,10,1,1,2
10,Video,8490677,200,220,220,20,M7flowersD.avi,M,7,10,1,1,2
1,Video,498569,5,17,225,12,S1ballonD.avi,S,1,10,1,1,1
2,Video,1114905,20,39,225,19,S3breakfastD.avi,S,3,10,1,1,1
3,Video,2018863,42,54,225,12,M1ballonD.avi,M,1,10,1,1,1
4,Video,2635199,57,74,225,17,S6cigaretteD.avi,S,6,10,1,1,1
5,Video,3456979,77,96,225,19,M3breakfastD.avi,M,3,10,1,1,1
6,Video,4361021,99,118,225,19,S7flowersD.avi,S,7,10,1,1,1
7,Video,5264980,121,138,225,17,M6cigaretteD.avi,M,6,10,1,1,1
8,Video,6086761,141,168,225,27,S8frameD.avi,S,8,10,1,1,1
9,Video,7319432,171,190,225,19,M7flowersD.avi,M,7,10,1,1,1
10,Video,8223390,193,225,225,32,M8frameD.avi,M,8,10,1,1,1
1,Video,442811,4,13,195,9,S22shirtD.avi,S,22,10,2,3,2
2,Video,935879,16,31,195,15,S18removerD.avi,S,18,10,2,3,2
3,Video,1675481,34,43,195,9,M22shirtD.avi,M,22,10,2,3,2
4,Video,2168549,46,66,195,20,S16pencilD.avi,S,16,10,2,3,2
5,Video,3113679,69,84,195,15,M18removerD.avi,M,18,10,2,3,2
6,Video,3853281,87,99,195,12,S13lightD.avi,S,13,10,2,3,2
7,Video,4469616,102,122,195,20,M16pencilD.avi,M,16,10,2,3,2
8,Video,5414663,125,143,195,18,S19sandwichD.avi,S,19,10,2,3,2
9,Video,6277532,146,158,195,12,M13lightD.avi,M,13,10,2,3,2
10,Video,6893867,161,195,195,34,M19sandwichD.avi,M,19,10,2,3,2
1,Video,455396,4,26,150,22,S2boatD.avi,S,2,10,2,4,1
2,Video,1482621,29,45,150,16,S4buttonD.avi,S,4,10,2,4,1
3,Video,2263312,48,70,150,22,M2boatD.avi,M,2,10,2,4,1
4,Video,3290537,73,93,150,20,S5cardD.avi,S,5,10,2,4,1
5,Video,4235667,96,112,150,16,M4buttonD.avi,M,4,10,2,4,1
6,Video,5016358,115,150,150,35,M5cardD.avi,M,5,10,2,4,1
1,Video,444861,4,31,225,27,S8frameD.avi,S,8,11,1,1,2
2,Video,1677509,34,51,225,17,S6cigaretteD.avi,S,6,11,1,1,2
3,Video,2499330,54,81,225,27,M8frameD.avi,M,8,11,1,1,2
4,Video,3732061,84,103,225,19,S3breakfastD.avi,S,3,11,1,1,2
5,Video,4635964,106,123,225,17,M6cigaretteD.avi,M,6,11,1,1,2
6,Video,5457785,126,138,225,12,S1ballonD.avi,S,1,11,1,1,2
7,Video,6074151,141,160,225,19,M3breakfastD.avi,M,3,11,1,1,2
8,Video,6978137,163,182,225,19,S7flowersD.avi,S,7,11,1,1,2
9,Video,7882124,185,197,225,12,M1ballonD.avi,M,1,11,1,1,2
10,Video,8498406,200,225,225,25,M7flowersD.avi,M,7,11,1,1,2
1,Video,469469,4,19,165,15,S21toastD.avi,S,21,11,1,2,2
2,Video,1209041,22,37,165,15,S15juiceD.avi,S,15,11,1,2,2
3,Video,1948696,40,55,165,15,M21toastD.avi,M,21,11,1,2,2
4,Video,2688268,58,69,165,11,S14nailD.avi,S,14,11,1,2,2
5,Video,3263593,72,87,165,15,M15juiceD.avi,M,15,11,1,2,2
6,Video,4003165,90,100,165,10,S12letterD.avi,S,12,11,1,2,2
7,Video,4537366,103,114,165,11,M14nailD.avi,M,14,11,1,2,2
8,Video,5112607,117,127,165,10,S17pillowD.avi,S,17,11,1,2,2
9,Video,5646724,130,140,165,10,M12letterD.avi,M,12,11,1,2,2
10,Video,6180924,143,165,165,22,M17pillowD.avi,M,17,11,1,2,2
1,Video,447197,4,13,195,9,S22shirtD.avi,S,22,11,2,3,2
2,Video,940191,16,31,195,15,S18removerD.avi,S,18,11,2,3,2
3,Video,1679847,34,43,195,9,M22shirtD.avi,M,22,11,2,3,2
4,Video,2172924,46,66,195,20,S16pencilD.avi,S,16,11,2,3,2
5,Video,3117953,69,84,195,15,M18removerD.avi,M,18,11,2,3,2
6,Video,3857610,87,99,195,12,S13lightD.avi,S,13,11,2,3,2
7,Video,4473977,102,122,195,20,M16pencilD.avi,M,16,11,2,3,2
8,Video,5419006,125,143,195,18,S19sandwichD.avi,S,19,11,2,3,2
9,Video,6281869,146,158,195,12,M13lightD.avi,M,13,11,2,3,2
10,Video,6898236,161,195,195,34,M19sandwichD.avi,M,19,11,2,3,2
1,Video,514848,4,24,150,20,S5cardD.avi,S,5,11,2,4,2
2,Video,1459877,27,43,150,16,S4buttonD.avi,S,4,11,2,4,2
3,Video,2240575,46,66,150,20,M5cardD.avi,M,5,11,2,4,2
4,Video,3185687,69,91,150,22,S2boatD.avi,S,2,11,2,4,2
5,Video,4212882,94,110,150,16,M4buttonD.avi,M,4,11,2,4,2
6,Video,4993580,113,150,150,37,M2boatD.avi,M,2,11,2,4,2
1,Video,497664,4,26,150,22,S2boatD.avi,S,2,11,2,4,1
2,Video,1524859,29,45,150,16,S4buttonD.avi,S,4,11,2,4,1
3,Video,2305557,48,70,150,22,M2boatD.avi,M,2,11,2,4,1
4,Video,3332835,73,93,150,20,S5cardD.avi,S,5,11,2,4,1
5,Video,4277864,96,112,150,16,M4buttonD.avi,M,4,11,2,4,1
6,Video,5058562,115,150,150,35,M5cardD.avi,M,5,11,2,4,1
1,Video,503837,4,19,165,15,S21toastD.avi,S,21,12,1,2,2
2,Video,1243410,22,37,165,15,S15juiceD.avi,S,15,12,1,2,2
3,Video,1983066,40,55,165,15,M21toastD.avi,M,21,12,1,2,2
4,Video,2722639,58,69,165,11,S14nailD.avi,S,14,12,1,2,2
5,Video,3297881,72,87,165,15,M15juiceD.avi,M,15,12,1,2,2
6,Video,4037538,90,100,165,10,S12letterD.avi,S,12,12,1,2,2
7,Video,4571655,103,114,165,11,M14nailD.avi,M,14,12,1,2,2
8,Video,5146981,117,127,165,10,S17pillowD.avi,S,17,12,1,2,2
9,Video,5681098,130,140,165,10,M12letterD.avi,M,12,12,1,2,2
10,Video,6215299,143,165,165,22,M17pillowD.avi,M,17,12,1,2,2
1,Video,466966,4,16,195,12,S13lightD.avi,S,13,12,2,3,1
2,Video,1083249,19,39,195,20,S16pencilD.avi,S,16,12,2,3,1
3,Video,2028359,42,54,195,12,M13lightD.avi,M,13,12,2,3,1
4,Video,2644642,57,72,195,15,S18removerD.avi,S,18,12,2,3,1
5,Video,3384297,75,95,195,20,M16pencilD.avi,M,16,12,2,3,1
6,Video,4329408,98,116,195,18,S19sandwichD.avi,S,19,12,2,3,1
7,Video,5192270,119,134,195,15,M18removerD.avi,M,18,12,2,3,1
8,Video,5931842,137,146,195,9,S22shirtD.avi,S,22,12,2,3,1
9,Video,6424918,149,167,195,18,M19sandwichD.avi,M,19,12,2,3,1
10,Video,7287780,170,195,195,25,M22shirtD.avi,M,22,12,2,3,1
1,Video,524190,5,27,150,22,S2boatD.avi,S,2,12,2,4,1
2,Video,1551383,30,46,150,16,S4buttonD.avi,S,4,12,2,4,1
3,Video,2332163,49,71,150,22,M2boatD.avi,M,2,12,2,4,1
4,Video,3359356,74,94,150,20,S5cardD.avi,S,5,12,2,4,1
5,Video,4304467,97,113,150,16,M4buttonD.avi,M,4,12,2,4,1
6,Video,5085163,116,150,150,34,M5cardD.avi,M,5,12,2,4,1
1,Video,482148,5,17,225,12,S1ballonD.avi,S,1,11,1,1,1
2,Video,1098514,20,39,225,19,S3breakfastD.avi,S,3,11,1,1,1
3,Video,2002500,42,54,225,12,M1ballonD.avi,M,1,11,1,1,1
4,Video,2618783,57,74,225,17,S6cigaretteD.avi,S,6,11,1,1,1
5,Video,3440603,77,96,225,19,M3breakfastD.avi,M,3,11,1,1,1
6,Video,4344590,99,118,225,19,S7flowersD.avi,S,7,11,1,1,1
7,Video,5248576,121,138,225,17,M6cigaretteD.avi,M,6,11,1,1,1
8,Video,6070314,141,168,225,27,S8frameD.avi,S,8,11,1,1,1
9,Video,7303045,171,190,225,19,M7flowersD.avi,M,7,11,1,1,1
10,Video,8207031,193,225,225,32,M8frameD.avi,M,8,11,1,1,1
1,Video,487571,4,26,150,22,S2boatD.avi,S,2,14,2,4,1
2,Video,1514850,29,45,150,16,S4buttonD.avi,S,4,14,2,4,1
3,Video,2295548,48,70,150,22,M2boatD.avi,M,2,14,2,4,1
4,Video,3322827,73,93,150,20,S5cardD.avi,S,5,14,2,4,1
5,Video,4267857,96,112,150,16,M4buttonD.avi,M,4,14,2,4,1
6,Video,5048555,115,150,150,35,M5cardD.avi,M,5,14,2,4,1
1,Video,475392,5,25,145,20,S5cardD.avi,S,5,5,2,4,2
2,Video,1420422,28,44,145,16,S4buttonD.avi,S,4,5,2,4,2
3,Video,2201120,47,67,145,20,M5cardD.avi,M,5,5,2,4,2
4,Video,3146149,70,92,145,22,S2boatD.avi,S,2,5,2,4,2
5,Video,4173428,95,111,145,16,M4buttonD.avi,M,4,5,2,4,2
6,Video,4954126,114,145,145,31,M2boatD.avi,M,2,5,2,4,2
1,Video,455872,5,20,160,15,S21toastD.avi,S,21,3,1,2,2
2,Video,1195528,23,38,160,15,S15juiceD.avi,S,15,3,1,2,2
3,Video,1935100,41,56,160,15,M21toastD.avi,M,21,3,1,2,2
4,Video,2674756,59,70,160,11,S14nailD.avi,S,14,3,1,2,2
5,Video,3249997,73,88,160,15,M15juiceD.avi,M,15,3,1,2,2
6,Video,3989570,91,101,160,10,S12letterD.avi,S,12,3,1,2,2
7,Video,4523770,104,115,160,11,M14nailD.avi,M,14,3,1,2,2
8,Video,5099012,118,128,160,10,S17pillowD.avi,S,17,3,1,2,2
9,Video,5633212,131,141,160,10,M12letterD.avi,M,12,3,1,2,2
10,Video,6167329,144,160,160,16,M17pillowD.avi,M,17,3,1,2,2
1,Video,476226,5,32,220,27,S8frameD.avi,S,8,3,1,1,2
2,Video,1708958,35,52,220,17,S6cigaretteD.avi,S,6,3,1,1,2
3,Video,2530695,55,82,220,27,M8frameD.avi,M,8,3,1,1,2
4,Video,3763427,85,104,220,19,S3breakfastD.avi,S,3,3,1,1,2
5,Video,4667414,107,124,220,17,M6cigaretteD.avi,M,6,3,1,1,2
6,Video,5489152,127,139,220,12,S1ballonD.avi,S,1,3,1,1,2
7,Video,6105518,142,161,220,19,M3breakfastD.avi,M,3,3,1,1,2
8,Video,7009504,164,183,220,19,S7flowersD.avi,S,7,3,1,1,2
9,Video,7913491,186,198,220,12,M1ballonD.avi,M,1,3,1,1,2
10,Video,8529857,201,220,220,19,M7flowersD.avi,M,7,3,1,1,2
1,Video,452979,4,14,165,10,S12letterD.avi,S,12,10,1,2,1
2,Video,987137,17,28,165,11,S14nailD.avi,S,14,10,1,2,1
3,Video,1562383,31,41,165,10,M12letterD.avi,M,12,10,1,2,1
4,Video,2096540,44,59,165,15,S15juiceD.avi,S,15,10,1,2,1
5,Video,2836143,62,73,165,11,M14nailD.avi,M,14,10,1,2,1
6,Video,3411390,76,86,165,10,S17pillowD.avi,S,17,10,1,2,1
7,Video,3945630,89,104,165,15,M15juiceD.avi,M,15,10,1,2,1
8,Video,4685233,107,122,165,15,S21toastD.avi,S,21,10,1,2,1
9,Video,5424835,125,135,165,10,M17pillowD.avi,M,17,10,1,2,1
10,Video,5958993,138,165,165,27,M21toastD.avi,M,21,10,1,2,1
1,Video,494236,5,32,225,27,S8frameD.avi,S,8,6,1,1,2
2,Video,1726908,35,52,225,17,S6cigaretteD.avi,S,6,6,1,1,2
3,Video,2548690,55,82,225,27,M8frameD.avi,M,8,6,1,1,2
4,Video,3781363,85,104,225,19,S3breakfastD.avi,S,3,6,1,1,2
5,Video,4685406,107,124,225,17,M6cigaretteD.avi,M,6,6,1,1,2
6,Video,5507188,127,139,225,12,S1ballonD.avi,S,1,6,1,1,2
7,Video,6123524,142,161,225,19,M3breakfastD.avi,M,3,6,1,1,2
8,Video,7027484,164,183,225,19,S7flowersD.avi,S,7,6,1,1,2
9,Video,7931444,186,198,225,12,M1ballonD.avi,M,1,6,1,1,2
10,Video,8547781,201,225,225,24,M7flowersD.avi,M,7,6,1,1,2
1,Video,444777,4,14,165,10,S12letterD.avi,S,12,11,1,2,1
2,Video,978894,17,28,165,11,S14nailD.avi,S,14,11,1,2,1
3,Video,1554136,31,41,165,10,M12letterD.avi,M,12,11,1,2,1
4,Video,2088336,44,59,165,15,S15juiceD.avi,S,15,11,1,2,1
5,Video,2827908,62,73,165,11,M14nailD.avi,M,14,11,1,2,1
6,Video,3403149,76,86,165,10,S17pillowD.avi,S,17,11,1,2,1
7,Video,3937349,89,104,165,15,M15juiceD.avi,M,15,11,1,2,1
8,Video,4677005,107,122,165,15,S21toastD.avi,S,21,11,1,2,1
9,Video,5416577,125,135,165,10,M17pillowD.avi,M,17,11,1,2,1
10,Video,5950777,138,165,165,27,M21toastD.avi,M,21,11,1,2,1
1,Video,507737,5,27,150,22,S2boatD.avi,S,2,9,2,4,1
2,Video,1534964,30,46,150,16,S4buttonD.avi,S,4,9,2,4,1
3,Video,2315657,49,71,150,22,M2boatD.avi,M,2,9,2,4,1
4,Video,3342884,74,94,150,20,S5cardD.avi,S,5,9,2,4,1
5,Video,4287933,97,113,150,16,M4buttonD.avi,M,4,9,2,4,1
6,Video,5068709,116,150,150,34,M5cardD.avi,M,5,9,2,4,1
1,Video,461795,5,15,160,10,S12letterD.avi,S,12,5,1,2,1
2,Video,995995,18,29,160,11,S14nailD.avi,S,14,5,1,2,1
3,Video,1571237,32,42,160,10,M12letterD.avi,M,12,5,1,2,1
4,Video,2105437,45,60,160,15,S15juiceD.avi,S,15,5,1,2,1
5,Video,2845009,63,74,160,11,M14nailD.avi,M,14,5,1,2,1
6,Video,3420251,77,87,160,10,S17pillowD.avi,S,17,5,1,2,1
7,Video,3954452,90,105,160,15,M15juiceD.avi,M,15,5,1,2,1
8,Video,4694107,108,123,160,15,S21toastD.avi,S,21,5,1,2,1
9,Video,5433680,126,136,160,10,M17pillowD.avi,M,17,5,1,2,1
10,Video,5967880,139,160,160,21,M21toastD.avi,M,21,5,1,2,1
1,Video,461814,4,14,165,10,S12letterD.avi,S,12,9,1,2,1
2,Video,995972,17,28,165,11,S14nailD.avi,S,14,9,1,2,1
3,Video,1571219,31,41,165,10,M12letterD.avi,M,12,9,1,2,1
4,Video,2105377,44,59,165,15,S15juiceD.avi,S,15,9,1,2,1
5,Video,2844981,62,73,165,11,M14nailD.avi,M,14,9,1,2,1
6,Video,3420228,76,86,165,10,S17pillowD.avi,S,17,9,1,2,1
7,Video,3954469,89,104,165,15,M15juiceD.avi,M,15,9,1,2,1
8,Video,4694073,107,122,165,15,S21toastD.avi,S,21,9,1,2,1
9,Video,5433676,125,135,165,10,M17pillowD.avi,M,17,9,1,2,1
10,Video,5967834,138,165,165,27,M21toastD.avi,M,21,9,1,2,1
1,Video,451480,4,16,225,12,S1ballonD.avi,S,1,9,1,1,1
2,Video,1067816,19,38,225,19,S3breakfastD.avi,S,3,9,1,1,1
3,Video,1971775,41,53,225,12,M1ballonD.avi,M,1,9,1,1,1
4,Video,2588112,56,73,225,17,S6cigaretteD.avi,S,6,9,1,1,1
5,Video,3409893,76,95,225,19,M3breakfastD.avi,M,3,9,1,1,1
6,Video,4313853,98,117,225,19,S7flowersD.avi,S,7,9,1,1,1
7,Video,5217812,120,137,225,17,M6cigaretteD.avi,M,6,9,1,1,1
8,Video,6039677,140,167,225,27,S8frameD.avi,S,8,9,1,1,1
9,Video,7272350,170,189,225,19,M7flowersD.avi,M,7,9,1,1,1
10,Video,8176309,192,225,225,33,M8frameD.avi,M,8,9,1,1,1
1,Video,515849,4,16,225,12,S1ballonD.avi,S,1,12,1,1,1
2,Video,1132215,19,38,225,19,S3breakfastD.avi,S,3,12,1,1,1
3,Video,2036203,41,53,225,12,M1ballonD.avi,M,1,12,1,1,1
4,Video,2652569,56,73,225,17,S6cigaretteD.avi,S,6,12,1,1,1
5,Video,3474308,76,95,225,19,M3breakfastD.avi,M,3,12,1,1,1
6,Video,4378295,98,117,225,19,S7flowersD.avi,S,7,12,1,1,1
7,Video,5282283,120,137,225,17,M6cigaretteD.avi,M,6,12,1,1,1
8,Video,6104104,140,167,225,27,S8frameD.avi,S,8,12,1,1,1
9,Video,7336754,170,189,225,19,M7flowersD.avi,M,7,12,1,1,1
10,Video,8240741,192,225,225,33,M8frameD.avi,M,8,12,1,1,1
1,Video,475976,5,14,190,9,S22shirtD.avi,S,22,5,2,3,2
2,Video,969053,17,32,190,15,S18removerD.avi,S,18,5,2,3,2
3,Video,1708710,35,44,190,9,M22shirtD.avi,M,22,5,2,3,2
4,Video,2201787,47,67,190,20,S16pencilD.avi,S,16,5,2,3,2
5,Video,3146817,70,85,190,15,M18removerD.avi,M,18,5,2,3,2
6,Video,3886474,88,100,190,12,S13lightD.avi,S,13,5,2,3,2
7,Video,4502757,103,123,190,20,M16pencilD.avi,M,16,5,2,3,2
8,Video,5447870,126,144,190,18,S19sandwichD.avi,S,19,5,2,3,2
9,Video,6310734,147,159,190,12,M13lightD.avi,M,13,5,2,3,2
10,Video,6927101,162,190,190,28,M19sandwichD.avi,M,19,5,2,3,2
1,Video,270121,5,14,195,9,S22shirtD.avi,S,22,6,2,3,2
2,Video,763190,17,32,195,15,S18removerD.avi,S,18,6,2,3,2
3,Video,1502794,35,44,195,9,M22shirtD.avi,M,22,6,2,3,2
4,Video,1995863,47,67,195,20,S16pencilD.avi,S,16,6,2,3,2
5,Video,2940912,70,85,195,15,M18removerD.avi,M,18,6,2,3,2
6,Video,3680516,88,100,195,12,S13lightD.avi,S,13,6,2,3,2
7,Video,4296853,103,123,195,20,M16pencilD.avi,M,16,6,2,3,2
8,Video,5241986,126,144,195,18,S19sandwichD.avi,S,19,6,2,3,2
9,Video,6104857,147,159,195,12,M13lightD.avi,M,13,6,2,3,2
10,Video,6721193,162,195,195,33,M19sandwichD.avi,M,19,6,2,3,2
1,Video,503003,5,32,220,27,S8frameD.avi,S,8,2,1,1,2
2,Video,1735651,35,52,220,17,S6cigaretteD.avi,S,6,2,1,1,2
3,Video,2557472,55,82,220,27,M8frameD.avi,M,8,2,1,1,2
4,Video,3790121,85,104,220,19,S3breakfastD.avi,S,3,2,1,1,2
5,Video,4694107,107,124,220,17,M6cigaretteD.avi,M,6,2,1,1,2
6,Video,5515928,127,139,220,12,S1ballonD.avi,S,1,2,1,1,2
7,Video,6132294,142,161,220,19,M3breakfastD.avi,M,3,2,1,1,2
8,Video,7036281,164,183,220,19,S7flowersD.avi,S,7,2,1,1,2
9,Video,7940268,186,198,220,12,M1ballonD.avi,M,1,2,1,1,2
10,Video,8556550,201,220,220,19,M7flowersD.avi,M,7,2,1,1,2
1,Video,493152,5,15,165,10,S12letterD.avi,S,12,8,1,2,1
2,Video,1027310,18,29,165,11,S14nailD.avi,S,14,8,1,2,1
3,Video,1602557,32,42,165,10,M12letterD.avi,M,12,8,1,2,1
4,Video,2136715,45,60,165,15,S15juiceD.avi,S,15,8,1,2,1
5,Video,2876402,63,74,165,11,M14nailD.avi,M,14,8,1,2,1
6,Video,3451649,77,87,165,10,S17pillowD.avi,S,17,8,1,2,1
7,Video,3985807,90,105,165,15,M15juiceD.avi,M,15,8,1,2,1
8,Video,4725410,108,123,165,15,S21toastD.avi,S,21,8,1,2,1
9,Video,5465014,126,136,165,10,M17pillowD.avi,M,17,8,1,2,1
10,Video,5999172,139,165,165,26,M21toastD.avi,M,21,8,1,2,1
1,Video,492485,4,19,165,15,S21toastD.avi,S,21,9,1,2,2
2,Video,1232089,22,37,165,15,S15juiceD.avi,S,15,9,1,2,2
3,Video,1971692,40,55,165,15,M21toastD.avi,M,21,9,1,2,2
4,Video,2711296,58,69,165,11,S14nailD.avi,S,14,9,1,2,2
5,Video,3286543,72,87,165,15,M15juiceD.avi,M,15,9,1,2,2
6,Video,4026146,90,100,165,10,S12letterD.avi,S,12,9,1,2,2
7,Video,4560304,103,114,165,11,M14nailD.avi,M,14,9,1,2,2
8,Video,5135551,117,127,165,10,S17pillowD.avi,S,17,9,1,2,2
9,Video,5669709,130,140,165,10,M12letterD.avi,M,12,9,1,2,2
10,Video,6203951,143,165,165,22,M17pillowD.avi,M,17,9,1,2,2
1,Video,471805,5,15,160,10,S12letterD.avi,S,12,3,1,2,1
2,Video,1006005,18,29,160,11,S14nailD.avi,S,14,3,1,2,1
3,Video,1581247,32,42,160,10,M12letterD.avi,M,12,3,1,2,1
4,Video,2115364,45,60,160,15,S15juiceD.avi,S,15,3,1,2,1
5,Video,2855020,63,74,160,11,M14nailD.avi,M,14,3,1,2,1
6,Video,3430261,77,87,160,10,S17pillowD.avi,S,17,3,1,2,1
7,Video,3964462,90,105,160,15,M15juiceD.avi,M,15,3,1,2,1
8,Video,4704034,108,123,160,15,S21toastD.avi,S,21,3,1,2,1
9,Video,5443690,126,136,160,10,M17pillowD.avi,M,17,3,1,2,1
10,Video,5977807,139,160,160,21,M21toastD.avi,M,21,3,1,2,1
1,Video,507487,5,20,160,15,S21toastD.avi,S,21,8,1,2,2
2,Video,1247091,23,38,160,15,S15juiceD.avi,S,15,8,1,2,2
3,Video,1986778,41,56,160,15,M21toastD.avi,M,21,8,1,2,2
4,Video,2726381,59,70,160,11,S14nailD.avi,S,14,8,1,2,2
5,Video,3301628,73,88,160,15,M15juiceD.avi,M,15,8,1,2,2
6,Video,4041232,91,101,160,10,S12letterD.avi,S,12,8,1,2,2
7,Video,4575390,104,115,160,11,M14nailD.avi,M,14,8,1,2,2
8,Video,5150637,118,128,160,10,S17pillowD.avi,S,17,8,1,2,2
9,Video,5684795,131,141,160,10,M12letterD.avi,M,12,8,1,2,2
10,Video,6219036,144,160,160,16,M17pillowD.avi,M,17,8,1,2,2
1,Video,454480,4,26,150,22,S2boatD.avi,S,2,8,2,4,1
2,Video,1481707,29,45,150,16,S4buttonD.avi,S,4,8,2,4,1
3,Video,2262399,48,70,150,22,M2boatD.avi,M,2,8,2,4,1
4,Video,3289626,73,93,150,20,S5cardD.avi,S,5,8,2,4,1
5,Video,4234675,96,112,150,16,M4buttonD.avi,M,4,8,2,4,1
6,Video,5015368,115,150,150,35,M5cardD.avi,M,5,8,2,4,1
1,Video,484817,5,14,190,9,S22shirtD.avi,S,22,2,2,3,2
2,Video,977894,17,32,190,15,S18removerD.avi,S,18,2,2,3,2
3,Video,1717466,35,44,190,9,M22shirtD.avi,M,22,2,2,3,2
4,Video,2210542,47,67,190,20,S16pencilD.avi,S,16,2,2,3,2
5,Video,3155653,70,85,190,15,M18removerD.avi,M,18,2,2,3,2
6,Video,3895226,88,100,190,12,S13lightD.avi,S,13,2,2,3,2
7,Video,4511592,103,123,190,20,M16pencilD.avi,M,16,2,2,3,2
8,Video,5456703,126,144,190,18,S19sandwichD.avi,S,19,2,2,3,2
9,Video,6319565,147,159,190,12,M13lightD.avi,M,13,2,2,3,2
10,Video,6935931,162,190,190,28,M19sandwichD.avi,M,19,2,2,3,2
1,Video,476309,4,13,195,9,S22shirtD.avi,S,22,12,2,3,2
2,Video,969385,16,31,195,15,S18removerD.avi,S,18,12,2,3,2
3,Video,1709040,34,43,195,9,M22shirtD.avi,M,22,12,2,3,2
4,Video,2202116,46,66,195,20,S16pencilD.avi,S,16,12,2,3,2
5,Video,3147144,69,84,195,15,M18removerD.avi,M,18,12,2,3,2
6,Video,3886799,87,99,195,12,S13lightD.avi,S,13,12,2,3,2
7,Video,4503081,102,122,195,20,M16pencilD.avi,M,16,12,2,3,2
8,Video,5448192,125,143,195,18,S19sandwichD.avi,S,19,12,2,3,2
9,Video,6311054,146,158,195,12,M13lightD.avi,M,13,12,2,3,2
10,Video,6927420,161,195,195,34,M19sandwichD.avi,M,19,12,2,3,2
1,Video,590423,5,15,160,10,S12letterD.avi,S,12,2,1,2,1
2,Video,1124540,18,29,160,11,S14nailD.avi,S,14,2,1,2,1
3,Video,1699782,32,42,160,10,M12letterD.avi,M,12,2,1,2,1
4,Video,2233982,45,60,160,15,S15juiceD.avi,S,15,2,1,2,1
5,Video,2973554,63,74,160,11,M14nailD.avi,M,14,2,1,2,1
6,Video,3548796,77,87,160,10,S17pillowD.avi,S,17,2,1,2,1
7,Video,4082997,90,105,160,15,M15juiceD.avi,M,15,2,1,2,1
8,Video,4822652,108,123,160,15,S21toastD.avi,S,21,2,1,2,1
9,Video,5562225,126,136,160,10,M17pillowD.avi,M,17,2,1,2,1
10,Video,6096425,139,160,160,21,M21toastD.avi,M,21,2,1,2,1
1,Video,508175,4,14,165,10,S12letterD.avi,S,12,12,1,2,1
2,Video,1042292,17,28,165,11,S14nailD.avi,S,14,12,1,2,1
3,Video,1617534,31,41,165,10,M12letterD.avi,M,12,12,1,2,1
4,Video,2151735,44,59,165,15,S15juiceD.avi,S,15,12,1,2,1
5,Video,2891392,62,73,165,11,M14nailD.avi,M,14,12,1,2,1
6,Video,3466634,76,86,165,10,S17pillowD.avi,S,17,12,1,2,1
7,Video,4000751,89,104,165,15,M15juiceD.avi,M,15,12,1,2,1
8,Video,4740407,107,122,165,15,S21toastD.avi,S,21,12,1,2,1
9,Video,5479981,125,135,165,10,M17pillowD.avi,M,17,12,1,2,1
10,Video,6014181,138,165,165,27,M21toastD.avi,M,21,12,1,2,1
1,Video,421975,4,13,195,9,S22shirtD.avi,S,22,8,2,3,2
2,Video,915044,16,31,195,15,S18removerD.avi,S,18,8,2,3,2
3,Video,1654648,34,43,195,9,M22shirtD.avi,M,22,8,2,3,2
4,Video,2147717,46,66,195,20,S16pencilD.avi,S,16,8,2,3,2
5,Video,3092849,69,84,195,15,M18removerD.avi,M,18,8,2,3,2
6,Video,3832452,87,99,195,12,S13lightD.avi,S,13,8,2,3,2
7,Video,4448788,102,122,195,20,M16pencilD.avi,M,16,8,2,3,2
8,Video,5393837,125,143,195,18,S19sandwichD.avi,S,19,8,2,3,2
9,Video,6256708,146,158,195,12,M13lightD.avi,M,13,8,2,3,2
10,Video,6873044,161,195,195,34,M19sandwichD.avi,M,19,8,2,3,2
1,Video,494327,4,31,225,27,S8frameD.avi,S,8,12,1,1,2
2,Video,1726977,34,51,225,17,S6cigaretteD.avi,S,6,12,1,1,2
3,Video,2548799,54,81,225,27,M8frameD.avi,M,8,12,1,1,2
4,Video,3781532,84,103,225,19,S3breakfastD.avi,S,3,12,1,1,2
5,Video,4685436,106,123,225,17,M6cigaretteD.avi,M,6,12,1,1,2
6,Video,5507258,126,138,225,12,S1ballonD.avi,S,1,12,1,1,2
7,Video,6123624,141,160,225,19,M3breakfastD.avi,M,3,12,1,1,2
8,Video,7027611,163,182,225,19,S7flowersD.avi,S,7,12,1,1,2
9,Video,7931599,185,197,225,12,M1ballonD.avi,M,1,12,1,1,2
10,Video,8547882,200,225,225,25,M7flowersD.avi,M,7,12,1,1,2
1,Video,490824,5,17,190,12,S13lightD.avi,S,13,2,2,3,1
2,Video,1107106,20,40,190,20,S16pencilD.avi,S,16,2,2,3,1
3,Video,2052134,43,55,190,12,M13lightD.avi,M,13,2,2,3,1
4,Video,2668500,58,73,190,15,S18removerD.avi,S,18,2,2,3,1
5,Video,3408156,76,96,190,20,M16pencilD.avi,M,16,2,2,3,1
